date,asset_to_trade_today,side_to_trade,entry_model,playbook_window,sweep_anchor,desired_peer_sweeper,desired_peer_swept,target_refused_level,middle_referee_asset,middle_referee_status,referee_no_conflict,confirmation,one_minute_entry_model,five_minute_entry_model,entry_time,risk_points,hit_1R_speed_bucket,system_v3_target,result_R,MFE_R,MAE_R,management_v3,trade_instruction,invalidations
2023-04-11,NQ,SELL,REVERSAL SELL,09:30-09:45_OPEN_PRESELECTED_CONFIRMATION,PREMARKET,YM,True,True,ES,A_CLEAN_MIDDLE_HOLDS_HIGH,True,IFVG_MSS,1M_SWEEP_SMT_IFVG_TO_MSS,5M_IFVG_TO_MSS,09:43,1.5,FAST_0_2M,3R_FIXED,3.0,37.833333333333336,-8.833333333333334,"0-2m to 1R: protect, then 3R/5R possible only if referee stays clean.","Look for peer high sweep, target high refusal, clean referee, then bearish IFVG/MSS.",target sweeps or reclaims refused high; middle/referee confirms against setup; bullish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2023-04-13,YM,SELL,REVERSAL SELL,09:30-09:45_OPEN_PRESELECTED_CONFIRMATION,OVERNIGHT,NQ,True,True,ES,A_CLEAN_MIDDLE_HOLDS_HIGH,True,IFVG_MSS,1M_SWEEP_SMT_IFVG_TO_MSS,5M_50_DISPLACEMENT,09:40,16.0,FAST_0_2M,3R_FIXED,-1.0,1.125,-12.125,"0-2m to 1R: protect, then 3R/5R possible only if referee stays clean.","Look for peer high sweep, target high refusal, clean referee, then bearish IFVG/MSS.",target sweeps or reclaims refused high; middle/referee confirms against setup; bullish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2023-04-14,YM,SELL,CONTINUATION SELL,10:15-11:00_RECHECK,SECONDARY_1030_90M_RECHECK,ES,False,True,NQ,B_DIRTY_MIDDLE_SWEEPS_HIGH_REJECTS,True,AM_1030_RECHECK,1M_DISPLACEMENT_50_RETRACE,5M_MSS_TO_IFVG_RETEST,10:31,10.0,FAST_0_2M,NO_TRADE_FAILED,-1.0,7.8,-3.6,"0-2m to 1R: protect, then 3R/5R possible only if referee stays clean.","Look for target weakest/rejecting anchor, peers failing upside, clean referee, then bearish IFVG/MSS.",target sweeps or reclaims refused high; middle/referee confirms against setup; bullish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2023-04-17,NQ,SELL,CONTINUATION SELL,09:45-10:15_PRIMARY,ORM_HIGH,YM,False,True,ES,A_CLEAN_REFEREE_NO_CONFLICT,True,IFVG_MSS,1M_DISPLACEMENT_50_RETRACE,5M_IFVG_ONLY,09:51,2.0,FAST_0_2M,3R_FIXED,3.0,44.625,-7.875,"0-2m to 1R: protect, then 3R/5R possible only if referee stays clean.","Look for target weakest/rejecting anchor, peers failing upside, clean referee, then bearish IFVG/MSS.",target sweeps or reclaims refused high; middle/referee confirms against setup; bullish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2023-04-19,NQ,SELL,REVERSAL SELL,10:15-11:00_RECHECK,SECONDARY_1030_90M_RECHECK,ES,True,True,YM,A_CLEAN_MIDDLE_HOLDS_HIGH,True,AM_1030_RECHECK,1M_WITH_5M_GATE,5M_MSS_TO_IFVG_RETEST,10:31,4.5,NO_1R,NO_TRADE_FAILED,-1.0,0.6666666666666666,-14.833333333333334,"No 1R before stop: failed trade, stop trading that idea.","Look for peer high sweep, target high refusal, clean referee, then bearish IFVG/MSS.",target sweeps or reclaims refused high; middle/referee confirms against setup; bullish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2023-04-27,NQ,BUY,CONTINUATION BUY,10:15-11:00_RECHECK,SECONDARY_1030_90M_RECHECK,YM,False,True,ES,A_CLEAN_MIDDLE_HOLDS_LOW,True,AM_1030_RECHECK,1M_DISPLACEMENT_50_RETRACE,5M_MSS_TO_IFVG_RETEST,10:31,5.75,FAST_0_2M,3R_FIXED,3.0,11.652173913043478,-0.9565217391304348,"0-2m to 1R: protect, then 3R/5R possible only if referee stays clean.","Look for target strongest/reclaiming anchor, peers failing downside, clean referee, then bullish IFVG/MSS.",target sweeps or loses refused low; middle/referee confirms against setup; bearish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2023-05-02,ES,SELL,REVERSAL SELL,09:30-09:45_OPEN_PRESELECTED_CONFIRMATION,PREMARKET,NQ,True,True,YM,B_DIRTY_MIDDLE_SWEEPS_HIGH_REJECTS,False,IFVG_MSS,1M_SWEEP_SMT_IFVG_TO_MSS,5M_IFVG_TO_MSS,09:34,0.5,FAST_0_2M,1_5R_PARTIAL_BE_OR_2R,0.75,132.0,-1.5,"0-2m to 1R: protect, then 3R/5R possible only if referee stays clean.","Look for peer high sweep, target high refusal, clean referee, then bearish IFVG/MSS.",target sweeps or reclaims refused high; middle/referee confirms against setup; bullish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2023-05-04,ES,SELL,CONTINUATION SELL,09:45-10:15_PRIMARY,ORM_HIGH,NQ,False,True,YM,A_CLEAN_REFEREE_NO_CONFLICT,True,IFVG_MSS,1M_DISPLACEMENT_50_RETRACE,5M_IFVG_ONLY,09:55,1.25,FAST_0_2M,3R_FIXED,3.0,18.0,-3.6,"0-2m to 1R: protect, then 3R/5R possible only if referee stays clean.","Look for target weakest/rejecting anchor, peers failing upside, clean referee, then bearish IFVG/MSS.",target sweeps or reclaims refused high; middle/referee confirms against setup; bullish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2023-05-05,ES,BUY,CONTINUATION BUY,09:45-10:15_PRIMARY,ORM_HIGH,NQ,False,True,YM,A_CLEAN_REFEREE_NO_CONFLICT,True,IFVG_MSS,1M_DISPLACEMENT_50_RETRACE,5M_IFVG_ONLY,09:51,0.5,FAST_0_2M,3R_FIXED,3.0,35.0,-4.0,"0-2m to 1R: protect, then 3R/5R possible only if referee stays clean.","Look for target strongest/reclaiming anchor, peers failing downside, clean referee, then bullish IFVG/MSS.",target sweeps or loses refused low; middle/referee confirms against setup; bearish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2023-05-10,YM,SELL,REVERSAL SELL,PREMARKET_CONTEXT_WAIT_945,OVERNIGHT,NQ,True,True,ES,A_CLEAN_MIDDLE_HOLDS_HIGH,True,IFVG_MSS,1M_SWEEP_SMT_IFVG_TO_MSS,5M_IFVG_TO_MSS,10:02,21.0,SLOW_5_10M,NO_TRADE_FAILED,-1.0,11.952380952380953,-2.0476190476190474,"5m+ or unclear speed: scalp/BE, protect risk.","Look for peer high sweep, target high refusal, clean referee, then bearish IFVG/MSS.",target sweeps or reclaims refused high; middle/referee confirms against setup; bullish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2023-05-16,NQ,BUY,REVERSAL BUY,09:30-09:45_OPEN_PRESELECTED_CONFIRMATION,OVERNIGHT,YM,True,True,ES,A_CLEAN_MIDDLE_HOLDS_LOW,True,IFVG_MSS,1M_SWEEP_SMT_IFVG_TO_MSS,5M_IFVG_TO_MSS,09:35,2.0,FAST_0_2M,3R_FIXED,3.0,42.5,-5.375,"0-2m to 1R: protect, then 3R/5R possible only if referee stays clean.","Look for peer low sweep, target low refusal, clean referee, then bullish IFVG/MSS.",target sweeps or loses refused low; middle/referee confirms against setup; bearish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2023-05-17,NQ,BUY,REVERSAL BUY,10:15-11:00_RECHECK,SECONDARY_1030_90M_RECHECK,YM,True,True,ES,B_DIRTY_MIDDLE_SWEEPS_LOW_RECLAIMS,True,AM_1030_RECHECK,1M_WITH_5M_GATE,5M_MSS_TO_IFVG_RETEST,10:31,0.75,FAST_0_2M,3R_FIXED,3.0,60.0,-15.333333333333334,"0-2m to 1R: protect, then 3R/5R possible only if referee stays clean.","Look for peer low sweep, target low refusal, clean referee, then bullish IFVG/MSS.",target sweeps or loses refused low; middle/referee confirms against setup; bearish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2023-05-18,NQ,BUY,CONTINUATION BUY,10:15-11:00_RECHECK,SECONDARY_1030_90M_RECHECK,YM,False,True,ES,A_CLEAN_MIDDLE_HOLDS_LOW,True,AM_1030_RECHECK,1M_DISPLACEMENT_50_RETRACE,5M_MSS_TO_IFVG_RETEST,10:31,4.0,FAST_0_2M,3R_FIXED,-1.0,17.5,-6.8125,"0-2m to 1R: protect, then 3R/5R possible only if referee stays clean.","Look for target strongest/reclaiming anchor, peers failing downside, clean referee, then bullish IFVG/MSS.",target sweeps or loses refused low; middle/referee confirms against setup; bearish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2023-05-22,ES,BUY,REVERSAL BUY,09:45-10:15_PRIMARY,PREMARKET,YM,True,True,NQ,A_CLEAN_MIDDLE_HOLDS_LOW,False,IFVG_MSS,1M_SWEEP_SMT_IFVG_TO_MSS,PB_CONTINUATION_RETEST,09:46,0.75,FAST_0_2M,1_5R_PARTIAL_BE_OR_2R,0.75,6.0,-27.33333333333333,"0-2m to 1R: protect, then 3R/5R possible only if referee stays clean.","Look for peer low sweep, target low refusal, clean referee, then bullish IFVG/MSS.",target sweeps or loses refused low; middle/referee confirms against setup; bearish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2023-05-24,NQ,BUY,CONTINUATION BUY,09:45-10:15_PRIMARY,ROLLING_15M,ES,False,True,YM,A_CLEAN_REFEREE_NO_CONFLICT,True,IFVG_MSS,1M_WITH_5M_GATE,5M_50_DISPLACEMENT,09:45,0.75,FAST_0_2M,3R_FIXED,3.0,15.0,-105.66666666666669,"0-2m to 1R: protect, then 3R/5R possible only if referee stays clean.","Look for target strongest/reclaiming anchor, peers failing downside, clean referee, then bullish IFVG/MSS.",target sweeps or loses refused low; middle/referee confirms against setup; bearish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2023-05-25,NQ,BUY,REVERSAL BUY,09:30-09:45_OPEN_PRESELECTED_CONFIRMATION,OVERNIGHT,YM,True,True,ES,A_CLEAN_MIDDLE_HOLDS_LOW,True,IFVG_MSS,1M_SWEEP_SMT_IFVG_TO_MSS,PB_CONTINUATION_RETEST,09:42,5.25,FAST_0_2M,3R_FIXED,3.0,19.19047619047619,-6.619047619047619,"0-2m to 1R: protect, then 3R/5R possible only if referee stays clean.","Look for peer low sweep, target low refusal, clean referee, then bullish IFVG/MSS.",target sweeps or loses refused low; middle/referee confirms against setup; bearish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2023-05-26,YM,BUY,REVERSAL BUY,09:45-10:15_PRIMARY,ROLLING_15M,ES,True,True,NQ,A_CLEAN_MIDDLE_HOLDS_LOW,False,IFVG_MSS,1M_SWEEP_SMT_IFVG_TO_MSS,5M_IFVG_TO_MSS,09:52,1.0,FAST_0_2M,1_5R_PARTIAL_BE_OR_2R,0.75,220.0,-18.0,"0-2m to 1R: protect, then 3R/5R possible only if referee stays clean.","Look for peer low sweep, target low refusal, clean referee, then bullish IFVG/MSS.",target sweeps or loses refused low; middle/referee confirms against setup; bearish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2023-05-29,YM,BUY,CONTINUATION BUY,10:15-11:00_RECHECK,SECONDARY_1030_90M_RECHECK,NQ,False,True,ES,A_CLEAN_MIDDLE_HOLDS_LOW,True,AM_1030_RECHECK,1M_DISPLACEMENT_50_RETRACE,5M_MSS_TO_IFVG_RETEST,10:31,6.0,SLOW_15_30M,NO_TRADE_FAILED,-1.0,6.0,-2.1666666666666665,Recheck setup: smaller target first unless 1R is fast and referee clean.,"Look for target strongest/reclaiming anchor, peers failing downside, clean referee, then bullish IFVG/MSS.",target sweeps or loses refused low; middle/referee confirms against setup; bearish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2023-05-30,NQ,BUY,REVERSAL BUY,09:30-09:45_OPEN_PRESELECTED_CONFIRMATION,OVERNIGHT,YM,True,True,ES,A_CLEAN_MIDDLE_HOLDS_LOW,True,IFVG_MSS,1M_SWEEP_SMT_IFVG_TO_MSS,5M_50_DISPLACEMENT,09:43,11.25,FAST_0_2M,3R_FIXED,-1.0,1.1111111111111112,-10.466666666666669,"0-2m to 1R: protect, then 3R/5R possible only if referee stays clean.","Look for peer low sweep, target low refusal, clean referee, then bullish IFVG/MSS.",target sweeps or loses refused low; middle/referee confirms against setup; bearish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2023-06-05,NQ,BUY,REVERSAL BUY,09:45-10:15_PRIMARY,OVERNIGHT,YM,True,True,ES,A_CLEAN_MIDDLE_HOLDS_LOW,False,IFVG_MSS,1M_SWEEP_SMT_IFVG_TO_MSS,5M_IFVG_TO_MSS,09:47,1.5,FAST_0_2M,1_5R_PARTIAL_BE_OR_2R,0.75,36.833333333333336,-36.16666666666666,"0-2m to 1R: protect, then 3R/5R possible only if referee stays clean.","Look for peer low sweep, target low refusal, clean referee, then bullish IFVG/MSS.",target sweeps or loses refused low; middle/referee confirms against setup; bearish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2023-06-07,NQ,BUY,REVERSAL BUY,09:45-10:15_PRIMARY,PREMARKET,YM,True,True,ES,A_CLEAN_MIDDLE_HOLDS_LOW,False,IFVG_MSS,1M_SWEEP_SMT_IFVG_TO_MSS,5M_50_DISPLACEMENT,09:54,10.5,NO_1R,NO_TRADE_FAILED,-1.0,0.9047619047619048,-19.928571428571427,"No 1R before stop: failed trade, stop trading that idea.","Look for peer low sweep, target low refusal, clean referee, then bullish IFVG/MSS.",target sweeps or loses refused low; middle/referee confirms against setup; bearish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2023-06-08,NQ,BUY,CONTINUATION BUY,10:15-11:00_RECHECK,SECONDARY_1030_90M_RECHECK,ES,False,True,YM,A_CLEAN_MIDDLE_HOLDS_LOW,True,AM_1030_RECHECK,1M_DISPLACEMENT_50_RETRACE,5M_MSS_TO_IFVG_RETEST,10:31,0.5,FAST_0_2M,3R_FIXED,3.0,199.5,-38.5,"0-2m to 1R: protect, then 3R/5R possible only if referee stays clean.","Look for target strongest/reclaiming anchor, peers failing downside, clean referee, then bullish IFVG/MSS.",target sweeps or loses refused low; middle/referee confirms against setup; bearish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2023-06-09,NQ,BUY,CONTINUATION BUY,10:15-11:00_RECHECK,SECONDARY_1030_90M_RECHECK,YM,False,True,ES,A_CLEAN_MIDDLE_HOLDS_LOW,True,AM_1030_RECHECK,1M_DISPLACEMENT_50_RETRACE,5M_MSS_TO_IFVG_RETEST,10:31,4.25,FAST_0_2M,3R_FIXED,-1.0,2.0,-36.23529411764706,"0-2m to 1R: protect, then 3R/5R possible only if referee stays clean.","Look for target strongest/reclaiming anchor, peers failing downside, clean referee, then bullish IFVG/MSS.",target sweeps or loses refused low; middle/referee confirms against setup; bearish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2023-06-13,NQ,SELL,CONTINUATION SELL,10:15-11:00_RECHECK,SECONDARY_1030_90M_RECHECK,ES,False,True,YM,A_CLEAN_MIDDLE_HOLDS_HIGH,True,AM_1030_RECHECK,1M_DISPLACEMENT_50_RETRACE,5M_MSS_TO_IFVG_RETEST,10:31,4.0,FAST_0_2M,3R_FIXED,3.0,5.4375,-28.5,"0-2m to 1R: protect, then 3R/5R possible only if referee stays clean.","Look for target weakest/rejecting anchor, peers failing upside, clean referee, then bearish IFVG/MSS.",target sweeps or reclaims refused high; middle/referee confirms against setup; bullish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2023-06-14,NQ,BUY,CONTINUATION BUY,10:15-11:00_RECHECK,SECONDARY_1030_90M_RECHECK,YM,False,True,ES,A_CLEAN_MIDDLE_HOLDS_LOW,True,AM_1030_RECHECK,1M_DISPLACEMENT_50_RETRACE,5M_MSS_TO_IFVG_RETEST,10:31,2.0,FAST_0_2M,3R_FIXED,3.0,31.25,-10.625,"0-2m to 1R: protect, then 3R/5R possible only if referee stays clean.","Look for target strongest/reclaiming anchor, peers failing downside, clean referee, then bullish IFVG/MSS.",target sweeps or loses refused low; middle/referee confirms against setup; bearish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2023-06-16,NQ,SELL,CONTINUATION SELL,09:45-10:15_PRIMARY,ORM_HIGH,YM,False,True,ES,A_CLEAN_REFEREE_NO_CONFLICT,True,IFVG_MSS,1M_DISPLACEMENT_50_RETRACE,5M_IFVG_ONLY,09:51,7.75,FAST_0_2M,3R_FIXED,-1.0,5.419354838709677,-6.548387096774194,"0-2m to 1R: protect, then 3R/5R possible only if referee stays clean.","Look for target weakest/rejecting anchor, peers failing upside, clean referee, then bearish IFVG/MSS.",target sweeps or reclaims refused high; middle/referee confirms against setup; bullish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2023-06-20,YM,SELL,REVERSAL SELL,09:30-09:45_OPEN_PRESELECTED_CONFIRMATION,OVERNIGHT,NQ,True,True,ES,A_CLEAN_MIDDLE_HOLDS_HIGH,False,IFVG_MSS,1M_SWEEP_SMT_IFVG_TO_MSS,5M_IFVG_TO_MSS,09:43,7.0,FAST_0_2M,1_5R_PARTIAL_BE_OR_2R,0.75,30.714285714285715,-2.2857142857142856,"0-2m to 1R: protect, then 3R/5R possible only if referee stays clean.","Look for peer high sweep, target high refusal, clean referee, then bearish IFVG/MSS.",target sweeps or reclaims refused high; middle/referee confirms against setup; bullish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2023-06-29,NQ,SELL,REVERSAL SELL,10:15-11:00_RECHECK,SECONDARY_1030_90M_RECHECK,YM,True,True,ES,B_DIRTY_MIDDLE_SWEEPS_HIGH_REJECTS,True,AM_1030_RECHECK,1M_WITH_5M_GATE,5M_MSS_TO_IFVG_RETEST,10:31,10.0,SLOW_10_15M,NO_TRADE_FAILED,-1.0,1.65,-9.1,Recheck setup: smaller target first unless 1R is fast and referee clean.,"Look for peer high sweep, target high refusal, clean referee, then bearish IFVG/MSS.",target sweeps or reclaims refused high; middle/referee confirms against setup; bullish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2023-06-30,NQ,BUY,CONTINUATION BUY,10:15-11:00_RECHECK,SECONDARY_1030_90M_RECHECK,YM,False,True,ES,A_CLEAN_MIDDLE_HOLDS_LOW,True,AM_1030_RECHECK,1M_DISPLACEMENT_50_RETRACE,5M_MSS_TO_IFVG_RETEST,10:31,2.25,FAST_0_2M,3R_FIXED,3.0,6.555555555555555,-31.33333333333333,"0-2m to 1R: protect, then 3R/5R possible only if referee stays clean.","Look for target strongest/reclaiming anchor, peers failing downside, clean referee, then bullish IFVG/MSS.",target sweeps or loses refused low; middle/referee confirms against setup; bearish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2023-07-10,NQ,SELL,REVERSAL SELL,10:15-11:00_RECHECK,SECONDARY_1030_90M_RECHECK,YM,True,True,ES,B_DIRTY_MIDDLE_SWEEPS_HIGH_REJECTS,True,AM_1030_RECHECK,1M_WITH_5M_GATE,5M_MSS_TO_IFVG_RETEST,10:31,3.5,FAST_0_2M,3R_FIXED,3.0,19.928571428571427,-0.9285714285714286,"0-2m to 1R: protect, then 3R/5R possible only if referee stays clean.","Look for peer high sweep, target high refusal, clean referee, then bearish IFVG/MSS.",target sweeps or reclaims refused high; middle/referee confirms against setup; bullish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2023-07-11,ES,SELL,CONTINUATION SELL,09:45-10:15_PRIMARY,ROLLING_15M,YM,False,True,NQ,A_CLEAN_REFEREE_NO_CONFLICT,True,IFVG_MSS,1M_DISPLACEMENT_50_RETRACE,5M_IFVG_ONLY,09:45,1.0,FAST_0_2M,3R_FIXED,3.0,7.75,-14.5,"0-2m to 1R: protect, then 3R/5R possible only if referee stays clean.","Look for target weakest/rejecting anchor, peers failing upside, clean referee, then bearish IFVG/MSS.",target sweeps or reclaims refused high; middle/referee confirms against setup; bullish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2023-07-12,NQ,BUY,CONTINUATION BUY,10:15-11:00_RECHECK,SECONDARY_1030_90M_RECHECK,YM,False,True,ES,A_CLEAN_MIDDLE_HOLDS_LOW,True,AM_1030_RECHECK,1M_DISPLACEMENT_50_RETRACE,5M_MSS_TO_IFVG_RETEST,10:31,10.75,NO_1R,NO_TRADE_FAILED,-1.0,0.4418604651162791,-14.44186046511628,"No 1R before stop: failed trade, stop trading that idea.","Look for target strongest/reclaiming anchor, peers failing downside, clean referee, then bullish IFVG/MSS.",target sweeps or loses refused low; middle/referee confirms against setup; bearish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2023-07-14,YM,SELL,REVERSAL SELL,10:15-11:00_RECHECK,SECONDARY_1030_90M_RECHECK,NQ,True,True,ES,B_DIRTY_MIDDLE_SWEEPS_HIGH_REJECTS,True,AM_1030_RECHECK,1M_WITH_5M_GATE,5M_MSS_TO_IFVG_RETEST,10:31,3.0,FAST_0_2M,3R_FIXED,3.0,28.33333333333333,-0.6666666666666666,"0-2m to 1R: protect, then 3R/5R possible only if referee stays clean.","Look for peer high sweep, target high refusal, clean referee, then bearish IFVG/MSS.",target sweeps or reclaims refused high; middle/referee confirms against setup; bullish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2023-07-17,NQ,SELL,REVERSAL SELL,10:15-11:00_RECHECK,SECONDARY_1030_90M_RECHECK,ES,True,True,YM,B_DIRTY_MIDDLE_SWEEPS_HIGH_REJECTS,True,AM_1030_RECHECK,1M_WITH_5M_GATE,5M_MSS_TO_IFVG_RETEST,10:31,5.0,SLOW_5_10M,NO_TRADE_FAILED,-1.0,3.7,-10.75,Recheck setup: smaller target first unless 1R is fast and referee clean.,"Look for peer high sweep, target high refusal, clean referee, then bearish IFVG/MSS.",target sweeps or reclaims refused high; middle/referee confirms against setup; bullish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
